claim,label,evidence
Hacksaw Ridge made money.,SUPPORTS,
Ilkhanate contained nickel mines.,NOT ENOUGH INFO,
"In 2010, Kick-Ass was released.",SUPPORTS,
"In 2010, Kick-Ass was released.",SUPPORTS,
Harry Potter confronts someone in Harry Potter and the Deathly Hallows.,SUPPORTS,
Sophie Turner appeared in movies in 2013.,SUPPORTS,
Adam DeVine was on the NBC reality show Modern Family.,NOT ENOUGH INFO,
Water only occurs artificially.,NOT ENOUGH INFO,
Farrah Fawcett was the subject of an NBC documentary.,SUPPORTS,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Tiger Woods has not competed in a golf tournament.,REFUTES,
Brian Eno was born in England.,SUPPORTS,
Brian Eno was born in England.,SUPPORTS,
Brian Eno was born in England.,SUPPORTS,
Michelle Pfeiffer won a BAFTA Award for Best Actor.,NOT ENOUGH INFO,
Portugal does not share a border with Spain.,REFUTES,
Portugal does not share a border with Spain.,REFUTES,
Portugal does not share a border with Spain.,REFUTES,
Portugal does not share a border with Spain.,REFUTES,
Steven Knight was born in 1959.,SUPPORTS,
Suits is a show about lawyers.,SUPPORTS,
Tom Hanks has been granted at least three awards.,SUPPORTS,
Tom Hanks has been granted at least three awards.,SUPPORTS,
Tom Hanks has been granted at least three awards.,SUPPORTS,
Dwyane Wade was rejected for the All-Rookie team.,REFUTES,
Michael Giacchino composed the score for Dunkirk.,NOT ENOUGH INFO,
The Homesman features American actor John Lithgow.,REFUTES,
Star Wars' soundtrack was recorded in England.,SUPPORTS,
The cast of The Playboy Club includes Leah Renee.,SUPPORTS,
The Portuguese Empire was an empire in world history.,SUPPORTS,
Chris Froome's parents are people.,SUPPORTS,
Shueisha is a publisher headquartered in Maine.,REFUTES,
Friendship has been studied in academic disciplines like anthropology.,SUPPORTS,
Belgium is comprised of three regions.,SUPPORTS,
Chris Froome is a three-time runner-up in Spartan Race.,NOT ENOUGH INFO,
Apple Inc.'s consumer software lacks the iOS operating system.,REFUTES,
Slipknot (band) attended an American band school.,NOT ENOUGH INFO,
Queen Latifah won a Golden Globe in 2008.,NOT ENOUGH INFO,
Kris Wu starred in a Chinese film called Journey to the West.,SUPPORTS,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
Super Metroid is a movie sequel.,REFUTES,
One America News Network is abbreviated as OANN.,SUPPORTS,
Jennifer Garner is a board member of Save the Children.,SUPPORTS,
Family Guy was created by Seth MacFarlane and has been influential.,NOT ENOUGH INFO,
The Portuguese Empire existed during the Renaissance.,SUPPORTS,
One actor is Scott Eastwood.,SUPPORTS,
Tall Story is a romantic comedy club.,REFUTES,
X-Men: Days of Future Past is a novel based on X-Men characters in comics.,REFUTES,
Richard Eyre is a television director.,SUPPORTS,
Richard Eyre is a television director.,SUPPORTS,
Richard Eyre is a television director.,SUPPORTS,
Plato was a president.,NOT ENOUGH INFO,
Plato was a president.,NOT ENOUGH INFO,
Plato was a president.,NOT ENOUGH INFO,
Plato was a president.,NOT ENOUGH INFO,
Plato was a president.,NOT ENOUGH INFO,
Plato was a president.,NOT ENOUGH INFO,
Elephants have been featured in the Hindu religion.,NOT ENOUGH INFO,
Furious 7 began principal photography in the summer of 2013.,REFUTES,
Prakash Jha is an actor.,SUPPORTS,
Splatoon 2 is the only game in its franchise.,REFUTES,
Nepal was ruled by the Shah dynasty until 2008.,SUPPORTS,
Nepal was ruled by the Shah dynasty until 2008.,SUPPORTS,
The interior of Uranus is only composed of gas.,REFUTES,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Sriti Jha plays the lead role in a TV show.,SUPPORTS,
Saratoga is a Canadian film.,NOT ENOUGH INFO,
There is a film called Absolute Beginners.,SUPPORTS,
Qatar borders London.,REFUTES,
Qatar borders London.,REFUTES,
Qatar borders London.,REFUTES,
Qatar borders London.,REFUTES,
Qatar borders London.,REFUTES,
Qatar borders London.,REFUTES,
The Amanda Show aired from 1999 to 2002.,SUPPORTS,
Little Boy was a surname.,NOT ENOUGH INFO,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
Brock Lesnar is signed to a Japanese mixed martial arts promotion.,REFUTES,
The Hangover Part III includes Justin Bartha.,SUPPORTS,
Lee Harvey Oswald assassinated the 35th President of the United States.,SUPPORTS,
Lee Harvey Oswald assassinated the 35th President of the United States.,SUPPORTS,
In & Out is directed by James Cameron.,REFUTES,
Mary Marvel predates the introduction of Superman's female cousin and she is significant.,NOT ENOUGH INFO,
Tom Felton is a person.,SUPPORTS,
Tom Felton is a person.,SUPPORTS,
Where the Wild Things Are was released in a box.,NOT ENOUGH INFO,
Louis Tomlinson appeared in a TV drama.,SUPPORTS,
Louis Tomlinson appeared in a TV drama.,SUPPORTS,
Louis Tomlinson appeared in a TV drama.,SUPPORTS,
Louis Tomlinson appeared in a TV drama.,SUPPORTS,
Louis Tomlinson appeared in a TV drama.,SUPPORTS,
Kalpana Raghavendar is an artist.,SUPPORTS,
Luke Evans had his Hollywood breakthrough role starring in a play.,REFUTES,
Luke Evans had his Hollywood breakthrough role starring in a play.,REFUTES,
"Emily Ratajkowski was visible in the ""Blurred Lines"" music video.",SUPPORTS,
"10 Cloverfield Lane stars the actor John Gallagher, Jr.",SUPPORTS,
"10 Cloverfield Lane stars the actor John Gallagher, Jr.",SUPPORTS,
"10 Cloverfield Lane stars the actor John Gallagher, Jr.",SUPPORTS,
"10 Cloverfield Lane stars the actor John Gallagher, Jr.",SUPPORTS,
Chris Froome rides under a British license.,SUPPORTS,
Chris Froome rides under a British license.,SUPPORTS,
Chris Froome rides under a British license.,SUPPORTS,
Olivia Munn failed to be credited as Lisa Munn.,REFUTES,
Sharon Stone is a Zoroastrian.,NOT ENOUGH INFO,
Naver provides a streaming service.,NOT ENOUGH INFO,
Batman is yet to be released.,REFUTES,
Marlon Brando is an actor who was in Mutiny on the Bounty.,SUPPORTS,
Marlon Brando is an actor who was in Mutiny on the Bounty.,SUPPORTS,
None of lung cancer's symptoms is chest pains.,SUPPORTS,
Julius Caesar possessed a position from 15 February to 15 March.,NOT ENOUGH INFO,
Iran has 21 UNESCO World Heritage Sites.,SUPPORTS,
Iran has 21 UNESCO World Heritage Sites.,SUPPORTS,
Iran has 21 UNESCO World Heritage Sites.,SUPPORTS,
Iran has 21 UNESCO World Heritage Sites.,SUPPORTS,
The Taj Mahal attracts significantly less than 7-8 million visitors a year.,REFUTES,
Sunburn was killed in 1979.,NOT ENOUGH INFO,
Lisbon is in Portugal.,SUPPORTS,
Arya Stark is the daughter of Lady Catelyn Stark.,SUPPORTS,
50 Cent's album Street King Immortal is available worldwide.,NOT ENOUGH INFO,
Selene serves as the central character in a film written by Danny McBride in 2001.,SUPPORTS,
Selene serves as the central character in a film written by Danny McBride in 2001.,SUPPORTS,
Pulp Fiction is an American black comedy neo-noir film released in 1994.,SUPPORTS,
Pulp Fiction is an American black comedy neo-noir film released in 1994.,SUPPORTS,
Prussia became part of a unitary state.,NOT ENOUGH INFO,
Dan Aykroyd has received zero Academy Award nominations.,SUPPORTS,
Dan Aykroyd has received zero Academy Award nominations.,SUPPORTS,
Dhool was directed by Dharani.,SUPPORTS,
Watchmen was number 91 on The Comics Journals list of the top 100 comics of the 20th century that was published in 2001.,REFUTES,
Watchmen was number 91 on The Comics Journals list of the top 100 comics of the 20th century that was published in 2001.,REFUTES,
Android has had prosperity.,SUPPORTS,
Android has had prosperity.,SUPPORTS,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Saddam Hussein died in 1937.,REFUTES,
Tim Rice has collaborated with someone.,SUPPORTS,
Tim Rice has collaborated with someone.,SUPPORTS,
Hugo Weaving is in zero movies.,REFUTES,
Hugo Weaving is in zero movies.,REFUTES,
Hugo Weaving is in zero movies.,REFUTES,
Hugo Weaving is in zero movies.,REFUTES,
Hugo Weaving is in zero movies.,REFUTES,
Hugo Weaving is in zero movies.,REFUTES,
Christian Bale has written The Fighter.,NOT ENOUGH INFO,
Time Lords have time machines.,SUPPORTS,
Arsenic and Old Lace was released in 1964.,REFUTES,
Arsenic and Old Lace was released in 1964.,REFUTES,
The Catalyst is a rock song.,SUPPORTS,
The Catalyst is a rock song.,SUPPORTS,
The Catalyst is a rock song.,SUPPORTS,
The Catalyst is a rock song.,SUPPORTS,
The Catalyst is a rock song.,SUPPORTS,
The Catalyst is a rock song.,SUPPORTS,
Indiana Jones has been portrayed by Corey Carrier.,SUPPORTS,
Umbrella is a single.,SUPPORTS,
Umbrella is a single.,SUPPORTS,
Umbrella is a single.,SUPPORTS,
Umbrella is a single.,SUPPORTS,
Warren Buffett works for a business magnate.,NOT ENOUGH INFO,
Inhumans is developed for a certain group or purpose.,NOT ENOUGH INFO,
Devdas won five presidential elections.,NOT ENOUGH INFO,
Sandra Bullock stars in The Proposal.,SUPPORTS,
Sandra Bullock stars in The Proposal.,SUPPORTS,
Martin Luther King Jr. worked on segregated housing in earnest.,SUPPORTS,
FC Barcelona was awarded five trophies.,SUPPORTS,
FC Barcelona was awarded five trophies.,SUPPORTS,
FC Barcelona was awarded five trophies.,SUPPORTS,
FC Barcelona was awarded five trophies.,SUPPORTS,
The Great Buck Howard was directed by Ingmar Bergman.,REFUTES,
John McEnroe is famous for his aggressive behavior on the court.,SUPPORTS,
Paper Moon (film) was the number one movie in 1973.,NOT ENOUGH INFO,
Tiger Woods participated in 79 PGA Tour events.,NOT ENOUGH INFO,
Allure is published by Conde Nast on Wednesdays.,NOT ENOUGH INFO,
John Mayer's first EP was released while he was signed to Columbia Records.,SUPPORTS,
Dirty Diana is by Michael Jackson.,SUPPORTS,
Dirty Diana is by Michael Jackson.,SUPPORTS,
Francois de Belleforest translated the works of Polydore Vergil for von Humboldt.,NOT ENOUGH INFO,
American Gods' adaptation began airing.,SUPPORTS,
American Gods' adaptation began airing.,SUPPORTS,
American Gods' adaptation began airing.,SUPPORTS,
American Gods' adaptation began airing.,SUPPORTS,
American Gods' adaptation began airing.,SUPPORTS,
Adrienne Bailon is an American actress.,SUPPORTS,
Marlon Brando was in any movie but Julius Caesar.,REFUTES,
Up All Night was released by Syco Records in 2011.,SUPPORTS,
"Little Miss Sunshine was filmed over 30 days beginning on June 6, 2005.",SUPPORTS,
IO Theater is a place where people train.,SUPPORTS,
Coke Boys Records was founded by an American Rapper.,SUPPORTS,
Lionel Messi won three awards by record voting margins.,NOT ENOUGH INFO,
John McCain was a presidential nominee in 2008.,SUPPORTS,
John McCain was a presidential nominee in 2008.,SUPPORTS,
Gia is a work.,SUPPORTS,
21 Jump Street was released by Columbia Pictures in 2002.,REFUTES,
Robert Richardson has collaborated with media workers.,NOT ENOUGH INFO,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
Kuala Lumpur has the Petronas Twin Towers.,SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",SUPPORTS,
An annual training camp is hosted by the Carolina Panthers.,SUPPORTS,
Ronaldo Maczinski is Irish.,REFUTES,
Born This Way is a piece of music.,SUPPORTS,
Born This Way is a piece of music.,SUPPORTS,
"By 1997, Andre Agassi was number 141 in the world.",SUPPORTS,
"By 1997, Andre Agassi was number 141 in the world.",SUPPORTS,
"By 1997, Andre Agassi was number 141 in the world.",SUPPORTS,
"By 1997, Andre Agassi was number 141 in the world.",SUPPORTS,
"By 1997, Andre Agassi was number 141 in the world.",SUPPORTS,
"Charles, Prince of Wales was a grandchild of a king.",SUPPORTS,
Kitti's hog-nosed bat is the most common species of bat in the world.,NOT ENOUGH INFO,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Man of Steel is a superhero movie from 2013.,SUPPORTS,
Kate Beckinsale was directed by James Ivory.,SUPPORTS,
Kate Beckinsale was directed by James Ivory.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Shakira is a performer.,SUPPORTS,
Michael Schumacher is a professional writer,REFUTES,
Bridget Moynahan was cut from Lord of War.,REFUTES,
There is a mosque in the Taj Mahal.,SUPPORTS,
The United States is entirely in NATO.,NOT ENOUGH INFO,
Cry Freedom wasn't shot in Kenya.,REFUTES,
"In the United States presidential election of 1972, Richard Nixon was a candidate.",SUPPORTS,
There is a cultural attraction called the Museum of Science and Industry.,SUPPORTS,
There is a cultural attraction called the Museum of Science and Industry.,SUPPORTS,
There is a cultural attraction called the Museum of Science and Industry.,SUPPORTS,
Carrie Fisher wrote a book.,SUPPORTS,
Anil Kapoor has never been a producer.,REFUTES,
Anil Kapoor has never been a producer.,REFUTES,
Adolf Hitler encouraged settler colonialism.,SUPPORTS,
Adolf Hitler encouraged settler colonialism.,SUPPORTS,
Before Night Falls is a film.,SUPPORTS,
Before Night Falls is a film.,SUPPORTS,
Before Night Falls is a film.,SUPPORTS,
An example of a Christmas comedy film is Home Alone.,SUPPORTS,
Steven Price (composer) worked on the film Gravity.,SUPPORTS,
Carrie Fisher was in a musical horror comedy.,NOT ENOUGH INFO,
The 1991 NBA Finals had the Lakers in it.,SUPPORTS,
The 1991 NBA Finals had the Lakers in it.,SUPPORTS,
The 1991 NBA Finals had the Lakers in it.,SUPPORTS,
Google has been the second most valuable brand in the world for 4 blue years.,SUPPORTS,
Instagram is a photo-sharing application.,SUPPORTS,
International Relations includes the U.N.,NOT ENOUGH INFO,
Prussia used to be an independent city.,NOT ENOUGH INFO,
Snooki & Jwoww was renewed by at least one channel.,SUPPORTS,
Snooki & Jwoww was renewed by at least one channel.,SUPPORTS,
The Republican Party was strongly committed to Spain.,NOT ENOUGH INFO,
The Eagles broke up in 1980.,SUPPORTS,
Black Widow is Russian.,SUPPORTS,
Portugal is the 5th most peaceful country in the world and it also features a high-income advanced economy and the 18th highest social progress in the world.,SUPPORTS,
Portugal is the 5th most peaceful country in the world and it also features a high-income advanced economy and the 18th highest social progress in the world.,SUPPORTS,
Portugal is the 5th most peaceful country in the world and it also features a high-income advanced economy and the 18th highest social progress in the world.,SUPPORTS,
A temperate seasonal climate influences Berlin.,SUPPORTS,
Drama school offers a Ph.D.,NOT ENOUGH INFO,
Twitter had about 1.6 billion search queries per day in 2012.,SUPPORTS,
Water occurs in nature as glue.,NOT ENOUGH INFO,
Afghanistan is in the Eastern Hemisphere.,NOT ENOUGH INFO,
Ramadan is the ninth calendar month in Islam.,SUPPORTS,
The self-empowerment of the LGBT community is discussed in Born This Way.,SUPPORTS,
Unpredictable had a song called Mr. Wonderful.,NOT ENOUGH INFO,
Hugo Weaving is in Suits.,NOT ENOUGH INFO,
Jean Grey was present.,NOT ENOUGH INFO,
Mao Zedong lived until 1976.,SUPPORTS,
Mao Zedong lived until 1976.,SUPPORTS,
"The Hangover Part III includes Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, and Ken Jeong, Jeffrey Tambor, Heather Graham, Mike Epps, Melissa McCarthy and John Goodman.",SUPPORTS,
"The Hangover Part III includes Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, and Ken Jeong, Jeffrey Tambor, Heather Graham, Mike Epps, Melissa McCarthy and John Goodman.",SUPPORTS,
Steven Tyler was active in the early 1980s.,REFUTES,
Wikipedia has articles in only english.,REFUTES,
The Philadelphia Museum of Art contains major holdings of English origin.,NOT ENOUGH INFO,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
Ellyse Perry is a man.,REFUTES,
American Idiot has not had five successful singles.,REFUTES,
American Idiot has not had five successful singles.,REFUTES,
Wyatt Earp was an actor.,REFUTES,
Sierra Leone's first Bishop  was Sir Milton Margai.,NOT ENOUGH INFO,
Jane Fonda has been in a television show with Lily Tomlin.,NOT ENOUGH INFO,
Monica Seles sang the national anthem at the second Grand Slam event of 2003.,NOT ENOUGH INFO,
Toronto is the least populous city in Canada.,REFUTES,
Toronto is the least populous city in Canada.,REFUTES,
Paul is Steve Jobs' middle name.,SUPPORTS,
Destiny was released for the console Playstation 4.,SUPPORTS,
Heather Graham played the title character in the series Emily's Reasons Why Not in 2010.,SUPPORTS,
Battle Studies World Tour was a global tour.,SUPPORTS,
Slash is in NASCAR.,NOT ENOUGH INFO,
Samuel L. Jackson was in the M. Night Shyamalan film Unbreakable.,SUPPORTS,
The Murder of Roger Ackroyd is a work of science fiction.,NOT ENOUGH INFO,
The Murder of Roger Ackroyd is a work of science fiction.,NOT ENOUGH INFO,
LeBron James appeared in a film written for television.,NOT ENOUGH INFO,
Singapore is south of Indonesia.,REFUTES,
David Koepp is an artist.,NOT ENOUGH INFO,
Jennifer Hudson was a finalist of American Idol.,SUPPORTS,
Hong Kong is incapable of being consistently ranked as the world's most freest economic entity.,REFUTES,
Manchester City F.C. was bought by the Abu Dhabi United Group.,SUPPORTS,
Unapologetic is a work.,SUPPORTS,
Unapologetic is a work.,SUPPORTS,
"Nike, Inc.'s only trademarks are ""Just Do It"" and the Swoosh logo.",NOT ENOUGH INFO,
"Nike, Inc.'s only trademarks are ""Just Do It"" and the Swoosh logo.",NOT ENOUGH INFO,
Andre Agassi is a golfer.,REFUTES,
Andre Agassi is a golfer.,REFUTES,
Liverpool F.C. was managed by Bill Shankly.,SUPPORTS,
Liverpool F.C. was managed by Bill Shankly.,SUPPORTS,
Bangladesh is a founding member of nationalism.,REFUTES,
Jon Pertwee took part in Worzel Gummidge.,SUPPORTS,
Lee Child was born on October 29.,SUPPORTS,
David Carradine was nominated for four Academy Awards.,NOT ENOUGH INFO,
Will Ferrell worked on an American computer model.,NOT ENOUGH INFO,
Tequila is incapable of being made in Mexico.,REFUTES,
Tequila is incapable of being made in Mexico.,REFUTES,
Selena Gomez is a Catholic.,NOT ENOUGH INFO,
Michael Phelps holds three long course world records for swimming.,SUPPORTS,
Belgium has a transport network.,NOT ENOUGH INFO,
Belgium has a transport network.,NOT ENOUGH INFO,
Donald Glover never released an album.,REFUTES,
Donald Glover never released an album.,REFUTES,
Donald Glover never released an album.,REFUTES,
Donald Glover never released an album.,REFUTES,
Donald Glover never released an album.,REFUTES,
FC Barcelona was ranked second in the IFFHS Club World Ranking for 2015.,REFUTES,
Courteney Cox appeared on a show created by David Crane and Marta Kauffman.,SUPPORTS,
Courteney Cox appeared on a show created by David Crane and Marta Kauffman.,SUPPORTS,
Sociology is the study of politics.,NOT ENOUGH INFO,
Elizabeth Taylor was a singer.,NOT ENOUGH INFO,
Elizabeth Taylor was a singer.,NOT ENOUGH INFO,
Elizabeth Taylor was a singer.,NOT ENOUGH INFO,
Elizabeth Taylor was a singer.,NOT ENOUGH INFO,
Elizabeth Taylor was a singer.,NOT ENOUGH INFO,
Chris Pine appeared in a 2012 American romantic comedy spy film.,SUPPORTS,
Chris Pine appeared in a 2012 American romantic comedy spy film.,SUPPORTS,
Ratatouille was directed by one person.,REFUTES,
Kurt Angle won a gold medal in freestyle wrestling at the 1995 World Wrestling Championships.,SUPPORTS,
Iron Fist was created by Damon Lindelof.,REFUTES,
Dangerous Beauty is a 1990 film.,REFUTES,
Freddie Mercury received a 4-star restaurant rating.,NOT ENOUGH INFO,
The Avengers (2012 film) features Chris Evans.,SUPPORTS,
The Avengers (2012 film) features Chris Evans.,SUPPORTS,
The Avengers (2012 film) features Chris Evans.,SUPPORTS,
Jerry Goldsmith failed to collaborate with anybody during his career.,REFUTES,
"Charles, Prince of Wales sponsors The Prince's Charities.",SUPPORTS,
Grizz Chapman was on 30 Rock.,SUPPORTS,
Grizz Chapman was on 30 Rock.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Nicki Minaj is a person.,SUPPORTS,
Margaret of Valois was imprisoned.,SUPPORTS,
Rabat has a metropolitan population of more than 1.2 billion.,NOT ENOUGH INFO,
The Dayton Agreement was formally signed in Paris in 1995.,SUPPORTS,
The Dayton Agreement was formally signed in Paris in 1995.,SUPPORTS,
The Mughal Empire was located in southern Asia.,NOT ENOUGH INFO,
Monica Seles was a golfer.,NOT ENOUGH INFO,
"As the World Turns went away and an American talk show debuted on October 18, 2010 in its place.",SUPPORTS,
Princess Agents is a novel adaptation.,SUPPORTS,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
The Vampire Diaries only aired two seasons.,REFUTES,
Inception's producers include Marion Cotillard.,NOT ENOUGH INFO,
The Ten Commandments is reviewed by Cecil B. DeMille.,REFUTES,
Jim Carrey appeared in a film that is based on a comic book and cats.,NOT ENOUGH INFO,
The Bends was released in the 1990's.,SUPPORTS,
Alandi is only a city.,REFUTES,
A singer in Got a Girl starred in Final Destination 3.,SUPPORTS,
A singer in Got a Girl starred in Final Destination 3.,SUPPORTS,
Peggy Sue Got Married was directed by an American director.,SUPPORTS,
Peggy Sue Got Married was directed by an American director.,SUPPORTS,
Peggy Sue Got Married was directed by an American director.,SUPPORTS,
